ParticipantName,player_id,TeamName,MinutesPlayed,MatchesPlayed,Top_scorer,Top_scorer_subtitle,Assists,Assists_subtitle,Goals_+_Assists,Goals_+_Assists_subtitle,FotMob_rating,FotMob_rating_subtitle,Goals_per_90,Goals_per_90_subtitle,Expected_goals_(xG),Expected_goals_(xG)_subtitle,Expected_goals_(xG)_per_90,Expected_goals_(xG)_per_90_subtitle,Expected_goals_on_target_(xGOT),Expected_goals_on_target_(xGOT)_subtitle,Shots_on_target_per_90,Shots_on_target_per_90_subtitle,Shots_per_90,Shots_per_90_subtitle,Accurate_passes_per_90,Accurate_passes_per_90_subtitle,Big_chances_created,Big_chances_created_subtitle,Chances_created,Chances_created_subtitle,Accurate_long_balls_per_90,Accurate_long_balls_per_90_subtitle,Expected_assist_(xA),Expected_assist_(xA)_subtitle,Expected_assist_(xA)_per_90,Expected_assist_(xA)_per_90_subtitle,xG_+_xA_per_90,xG_+_xA_per_90_subtitle,Successful_dribbles_per_90,Successful_dribbles_per_90_subtitle,Big_chances_missed,Big_chances_missed_subtitle,Penalties_won,Penalties_won_subtitle,Successful_tackles_per_90,Successful_tackles_per_90_subtitle,Interceptions_per_90,Interceptions_per_90_subtitle,Clearances_per_90,Clearances_per_90_subtitle,Blocks_per_90,Blocks_per_90_subtitle,Penalties_conceded,Penalties_conceded_subtitle,Possession_won_final_3rd_per_90,Possession_won_final_3rd_per_90_subtitle,Clean_sheets,Clean_sheets_subtitle,Save_percentage,Save_percentage_subtitle,Saves_per_90,Saves_per_90_subtitle,Goals_prevented,Goals_prevented_subtitle,Goals_conceded_per_90,Goals_conceded_per_90_subtitle,Fouls_committed_per_90,Fouls_committed_per_90_subtitle,Yellow_cards,Yellow_cards_subtitle,Red_cards,Red_cards_subtitle
Yoane Wissa,666857,Brentford,2508,34,12,0,3,2,15,12.6,7.07,2,0.43,12,10.6,12,0.38,0.43,9.1,12,0.9,38.8,2.4,17.9,11.6,73.2,7,3,30,1.1,0.4,57.1,2,3,0.07,0.1,0.45,0.54,0.7,46.5,12,17.9,1,1.8,0.6,57.1,0.3,9,0.5,13,0.1,3,0,0,0.9,1.5,0,0,0,0,0,0,0,0,0,0,1.4,7,7,0,0,0
Leon Bailey,671331,Aston Villa,2072,35,10,0,9,7.3,19,13.6,7.14,4,0.43,10,6.3,10,0.27,0.43,6.2,10,0.8,34,2.3,18.9,23.8,78.2,12,9,52,2.3,1.2,65.9,7.3,9,0.32,0.4,0.59,0.83,2.5,53.3,1,18.9,0,0,0.3,53.8,0.4,9,0.2,4,0,1,0,0,0.6,1.5,0,0,0,0,0,0,0,0,0,0,1.1,5,5,0,0,0
Konstantinos Tsimikas,671529,NA,0,0,0,0,3,1.3,3,1.4,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,2,3,16,2.1,0,0,1.3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Chilwell,672469,NA,0,0,0,0,1,1.8,1,3,0,0,0,0,1.2,0,0,0,0.7,0,0,0,0,0,0,0,3,1,14,1.7,0,0,1.8,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Chiedozie Ogbene,674009,Luton Town,1993,30,4,0,1,3.5,5,7.8,7.1,1,0.18,4,4.2,4,0.19,0.18,4,4,0.6,40,1.6,11.4,23.2,81.6,5,1,26,1.2,0.5,37,3.5,1,0.16,0,0.35,0.23,2.8,58.1,1,11.4,2,2.3,0.5,58.8,0.3,7,1.4,31,0.1,3,0,0,0.6,2.5,0,0,0,0,0,0,0,0,0,0,0.4,1,1,0,0,0
David Brooks,674014,Bournemouth,273,13,1,0,1,0.5,2,2.7,0,0,0,0,2.2,1,0,0,1.2,1,0,0,0,0,0,0,2,1,8,2.6,0,0,0.5,1,0,0,0,0,0,0,3,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Rodri,675088,Manchester City,2938,34,8,0,9,6.1,17,10.2,8.12,6,0.25,8,4.1,8,0.12,0.25,4.7,8,0.7,35.5,1.9,12.9,102.9,92.5,8,9,49,1.5,7.4,80.6,6.1,9,0.19,0.3,0.31,0.52,1.3,75,2,12.9,1,1.1,1.3,61.4,0.8,26,1.2,40,0.2,8,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1.3,8,8,1,1,8
Ionut Andrei Radu,681213,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ola Aina,682548,Nottingham Forest,1700,22,1,0,1,1,2,1.3,6.91,0,0.05,1,0.3,1,0.01,0.05,0.4,1,0.1,9.1,0.6,9.1,26.8,79.9,0,0,11,0.6,1.1,42.6,1,1,0.05,0.1,0.07,0.11,1.4,65.9,0,0,0,0,1.6,66,1,18,2.2,41,0.2,3,1,22,0.4,1.5,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0
Tosin Adarabioyo,683402,Fulham,1617,20,2,0,0,0,2,1,0,0,0.11,2,0.7,2,0.04,0.11,1.1,2,0.3,35.7,0.8,14.3,57.1,84.7,0,0,2,0.1,4,52.6,0.3,0,0.02,0,0.06,0.11,0.1,100,1,14.3,0,0,0.6,52.4,1.4,25,4.5,80,0.6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,2,2,0,0,0
Pablo Fornals,683450,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0.4,0,0,0,0,0,0,0,1,0,5,1.1,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gonzalo Montiel,687008,NA,0,0,0,0,2,0.9,2,1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,4,2,9,1,0,0,0.9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Auston Trusty,688271,NA,0,0,0,0,0,0,0,0,6.25,0,0,0,0.6,0,0.02,0,0.3,0,0.1,25,0.3,0,23.4,79,3,0,8,0.3,1.3,38,0.8,0,0.03,0,0.05,0,0.2,54.5,1,0,0,0,1,63.8,1.2,35,5.1,145,0.8,22,1,32,0.1,1.1,0,0,0,0,0,0,0,0,0,0,0.8,4,4,0,0,0
Vitaly Janelt,688273,Brentford,3069,38,1,0,3,3.7,4,5.4,7.08,1,0.03,1,1.8,1,0.05,0.03,2.3,1,0.2,33.3,0.6,4.8,30.6,79.9,5,3,37,1.1,1.8,45.5,3.7,3,0.11,0.1,0.16,0.12,0.2,53.3,2,4.8,1,0.8,1.1,60.3,1.1,36,1.7,57,0.3,9,0,0,0.5,2.6,0,0,0,0,0,0,0,0,0,0,0.8,8,8,0,0,0
Pervis Estupinán,688278,Brighton and Hove Albion,1244,19,2,0,3,2.3,5,3.3,0,0,0.14,2,1,2,0.07,0.14,1,2,0.4,54.5,0.8,18.2,52.6,88.7,4,3,26,1.9,0.9,59.1,2.3,3,0.17,0.2,0.24,0.36,0.7,50,1,18.2,0,0,0.9,50,1.5,21,1.4,20,0.3,4,0,0,0.7,3,0,0,0,0,0,0,0,0,0,0,1.6,4,4,0,0,0
Alexander Isak,690107,Newcastle United,2265,30,21,5,2,2.8,23,23.1,7.37,4,0.83,21,20.3,21,0.81,0.83,22.8,21,1.7,55.1,3.1,26.9,15.1,80,5,2,27,1.1,0.4,66.7,2.8,2,0.11,0.1,0.92,0.91,1.7,60,21,26.9,1,0.6,0,0,0.2,6,0.5,12,0,1,0,0,0.5,0.8,0,0,0,0,0,0,0,0,0,0,0.6,1,1,0,0,0
Marcus Rashford,696365,Manchester United,2278,33,7,2,2,2.8,9,10.1,6.98,0,0.28,7,7.4,7,0.29,0.28,7.1,7,0.8,33.9,2.4,11.3,21.4,79.2,6,2,25,1,1,55.3,2.8,2,0.11,0.1,0.4,0.36,1.9,47.5,7,11.3,1,0.8,0.5,63.2,0.2,4,0.8,20,0,1,0,0,0.6,1.4,0,0,0,0,0,0,0,0,0,0,0.5,2,2,0,0,0
Issa Diop,696443,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2
Axel Disasi,696646,Chelsea,2581,31,2,0,0,0,2,4.6,6.84,1,0.07,2,3.6,2,0.12,0.07,2.3,2,0.1,25,0.6,12.5,69.5,90.6,0,0,3,0.1,1.6,35.4,1,0,0.03,0,0.16,0.07,0.4,70.6,2,12.5,0,0,0.7,57.6,0.6,18,3.4,97,0.7,19,0,0,0.1,2.1,0,0,0,0,0,0,0,0,0,0,0.6,6,6,0,0,0
Arnaut Danjuma,704151,Everton,587,14,1,0,0,0,1,3,0,0,0,0,2.6,1,0,0,3.5,1,0,0,0,0,0,0,1,0,6,0.9,0,0,0.4,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Nkunku,704523,Chelsea,438,11,3,0,0,0,3,2.8,0,0,0,0,2.3,3,0,0,3.1,3,0,0,0,0,0,0,0,0,3,0.6,0,0,0.5,0,0,0,0,0,0,0,3,18.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jean-Philippe Mateta,706297,Crystal Palace,2283,35,16,2,5,1.3,21,12.3,6.95,4,0.63,16,10.9,16,0.43,0.63,13.4,16,1.1,63,1.8,34.8,12,73.8,5,5,32,1.3,0.3,80,1.3,5,0.05,0.2,0.48,0.83,1,41,7,34.8,2,0.9,0.6,68.2,0.2,4,0.6,14,0.2,4,0,0,1.2,1.5,0,0,0,0,0,0,0,0,0,0,1.4,3,3,0,0,0
Ezri Konsa,710159,Aston Villa,3073,35,1,0,0,0,1,3.5,6.85,0,0.03,1,2.5,1,0.07,0.03,1.1,1,0.1,26.3,0.6,5.3,52.7,92.2,1,0,8,0.2,1.3,56.1,1,0,0.03,0,0.1,0.03,0.6,76,3,5.3,1,1.9,0.9,59.3,0.8,28,2,68,0.6,20,1,35,0.2,1.7,0,0,0,0,0,0,0,0,0,0,0.4,5,5,0,0,0
Ethan Pinnock,711357,Brentford,2521,29,2,0,0,0,2,2.8,6.93,0,0.07,2,2,2,0.07,0.07,1.2,2,0.1,21.1,0.7,10.5,41.9,84,1,0,4,0.1,2.5,45.5,0.8,0,0.03,0,0.1,0.07,0.2,66.7,3,10.5,0,0,0.8,65.7,1.5,43,6,167,0.9,24,0,0,0.1,1.8,0,0,0,0,0,0,0,0,0,0,0.1,1,1,0,0,0
Joe Worrall,716687,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.4,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Konstantinos Mavropanos,719219,West Ham United,1501,19,1,0,0,0,1,1.5,0,0,0.06,1,1.4,1,0.08,0.06,0.6,1,0.2,25,0.7,8.3,28.8,76.7,0,0,3,0.2,2.4,33.9,0.1,0,0.01,0,0.09,0.06,0.1,50,1,8.3,0,0,1,57.1,1.4,23,4.7,78,0.8,13,0,0,0.1,1.8,0,0,0,0,0,0,0,0,0,0,0.9,2,2,0,0,0
Dean Henderson,719330,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Yves Bissouma,724306,NA,0,0,0,0,0,0,0,0,7.06,0,0,0,1.4,0,0.06,0,1.6,0,0.2,20.8,1,0,72.9,91.9,0,0,11,0.5,1.8,72.4,1.7,0,0.07,0,0.13,0,1.2,69.2,1,0,0,0,2.2,65,1.6,37,1.8,42,0.2,5,0,0,0.6,2.9,0,0,0,0,0,0,0,0,0,0,1.5,9,9,2,2,9
Sergio Reguilon,724436,NA,0,0,0,0,4,2.9,4,3.8,7.12,1,0,0,0.9,0,0.06,0,0.1,0,0.1,11.8,1,0,28.7,75.7,6,4,28,1.6,1.3,36.5,2.9,4,0.17,0.2,0.23,0.23,0.9,51.6,0,0,0,0,1.6,48.3,1.2,21,2.2,38,0.4,6,1,25,0.4,2.2,0,0,0,0,0,0,0,0,0,0,0.8,7,7,1,1,7
Matty Cash,729731,Aston Villa,2142,29,2,0,2,2.5,4,6.7,6.77,1,0.08,2,4.3,2,0.18,0.08,3.8,2,0.5,39.4,1.4,6.1,36.3,84,6,2,13,0.5,1.3,35.6,2.5,2,0.1,0.1,0.28,0.17,0.5,37.5,4,6.1,0,0,1.3,57.4,0.8,18,2.2,52,0.6,14,1,29,0.3,2,0,0,0,0,0,0,0,0,0,0,1.3,8,8,0,0,0
Tyler Adams,729769,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Turner,729988,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Mark Travers,731855,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erling Haaland,737066,Manchester City,2556,31,27,7,5,2.2,32,31.5,7.64,6,0.95,27,29.3,27,1.03,0.95,27.1,27,2.1,48.8,4.3,22.3,10.4,77.4,6,5,29,1,0.1,60,2.2,5,0.08,0.2,1.11,1.13,0.4,42.9,34,22.3,2,1.1,0.1,50,0.1,2,0.6,16,0,1,0,0,0.8,0.6,0,0,0,0,0,0,0,0,0,0,0.6,1,1,0,0,0
Tom Davies,742405,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0.9,0,0,0,0,0,0,0,0,0,1,0.4,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Aaron Ramsdale,746395,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reiss Nelson,748382,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0,1,0,5,1.8,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Kai Havertz,749736,Arsenal,2639,37,13,1,7,4.3,20,16.7,7.3,4,0.44,13,12.3,13,0.42,0.44,11.2,13,1,40.6,2.4,18.8,25.8,81.1,8,7,46,1.6,0.3,47.1,4.3,7,0.15,0.2,0.57,0.68,0.5,45.7,13,18.8,1,1.5,0.5,42.9,0.7,20,0.8,22,0,1,0,0,0.9,1.9,0,0,0,0,0,0,0,0,0,0,1.7,11,11,0,0,0
Mason Mount,750032,Manchester United,513,14,1,0,0,0,1,0.8,0,0,0,0,0.4,1,0,0,0.9,1,0,0,0,0,0,0,0,0,6,1.1,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Tahith Chong,751066,Luton Town,1986,33,4,0,0,0,4,4.1,6.57,0,0.18,4,2.7,4,0.12,0.18,2.7,4,0.3,22.6,1.4,12.9,18.5,81.8,0,0,10,0.5,0.7,45.5,1.4,0,0.06,0,0.19,0.18,1.1,43.9,1,12.9,0,0,1,61.1,0.4,8,0.5,10,0.3,6,0,0,0.5,2.1,0,0,0,0,0,0,0,0,0,0,1,4,4,0,0,0
Diogo Dalot,751550,Manchester United,3173,36,2,0,3,2.4,5,4.1,7.2,2,0.06,2,1.7,2,0.05,0.06,1.6,2,0.2,23.3,0.9,6.7,35.5,83.8,5,3,38,1.1,2.2,51.3,2.4,3,0.07,0.1,0.12,0.14,0.9,63.3,0,0,0,0,1.4,63,1,37,2.7,96,0.5,16,1,36,0.3,2.2,0,0,0,0,0,0,0,0,0,0,1.3,4,4,1,1,4
Jack Harrison,751649,Everton,2219,29,3,0,3,3.3,6,6.9,6.85,1,0.12,3,3.6,3,0.14,0.12,3,3,0.4,26.5,1.4,8.8,15.7,72.7,5,3,28,1.1,0.6,30.4,3.3,3,0.13,0.1,0.28,0.24,1.2,42.6,3,8.8,0,0,0.9,59.5,0.5,12,0.9,21,0.2,5,0,0,0.7,2.3,0,0,0,0,0,0,0,0,0,0,0.8,1,1,0,0,0
Joshua Dasilva,759566,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.9,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron Wan-Bissaka,760320,NA,0,0,0,0,2,1.4,2,1.5,7.03,1,0,0,0.1,0,0.01,0,0,0,0.1,33.3,0.2,0,34.9,82.9,1,2,12,0.6,0.7,31.7,1.4,2,0.07,0.1,0.08,0.1,0.9,65.4,0,0,0,0,1.3,59.5,2.1,41,2.7,54,0.8,15,1,22,0.3,1.8,0,0,0,0,0,0,0,0,0,0,0.9,4,4,0,0,0
Harvey Barnes,760359,Newcastle United,794,21,5,0,3,1.9,8,5.5,6.79,0,0.57,5,3.6,5,0.41,0.57,4.7,5,1.4,44.4,3.1,18.5,22.8,79.1,8,3,13,1.5,0.3,33.3,1.9,3,0.22,0.3,0.62,0.91,0.8,33.3,2,18.5,0,0,0.1,16.7,0.6,5,0.2,2,0,0,0,0,0.9,1.7,0,0,0,0,0,0,0,0,0,0,0.6,2,2,0,0,0
Trent Alexander-Arnold,760712,Liverpool,2159,28,3,0,4,6.1,7,8.7,7.57,4,0.13,3,2.6,3,0.11,0.13,1.7,3,0.3,17,2,6.4,55.9,79.6,17,4,64,2.7,6.1,44.4,6.1,4,0.25,0.2,0.36,0.29,1.2,57.1,2,6.4,0,0,1.1,66.7,1.3,31,1.8,42,0.1,2,0,0,0.6,3.4,0,0,0,0,0,0,0,0,0,0,0.4,6,6,0,0,0
Arijanet Muric,760752,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0.4,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orel Mangala,765693,Nottingham Forest,1569,20,1,0,0,0,1,1.1,6.64,0,0.06,1,0.8,1,0.05,0.06,0,1,0.1,10,0.6,10,32.6,88.6,0,0,6,0.3,1.3,63.9,0.3,0,0.02,0,0.07,0.06,0.7,50,1,10,0,0,0.7,48.1,1.5,26,1.6,28,0.3,6,0,0,0.2,2.1,0,0,0,0,0,0,0,0,0,0,1.3,6,6,0,0,0
Lucas Paquetá,766435,West Ham United,2634,31,4,2,6,5.1,10,10.5,7.31,4,0.14,4,5.4,4,0.18,0.14,3.7,4,0.4,26.2,1.4,9.5,36.3,75.2,12,6,43,1.5,2.4,53,5.1,6,0.17,0.2,0.36,0.34,1.4,58.6,3,9.5,0,0,1.6,67.6,0.7,21,0.9,25,0,1,0,0,1,2.5,0,0,0,0,0,0,0,0,0,0,1.6,10,10,0,0,0
Igor,768331,NA,0,0,0,0,0,0,0,0,6.89,0,0,0,0.3,0,0.02,0,0,0,0,0,0.3,0,73,93.6,1,0,7,0.4,1.3,46.9,0.5,0,0.03,0,0.04,0,0.9,76.2,0,0,0,0,1,72,0.8,14,2.5,45,0.5,9,0,0,0.2,3,0,0,0,0,0,0,0,0,0,0,1.2,4,4,0,0,0
Jean-Ricner Bellegarde,769166,Wolverhampton Wanderers,958,22,2,0,1,0.8,3,2.4,6.48,0,0.19,2,1.6,2,0.15,0.19,1,2,0.5,33.3,1.4,13.3,22.3,84.3,1,1,12,1.1,0.5,45.5,0.8,1,0.07,0.1,0.22,0.28,1.6,50,0,0,0,0,0.9,58.8,0.8,8,1.2,13,0.2,2,0,0,0.8,1.9,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,1,0
Ben Johnson,770267,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gustavo Hamer,775355,Sheffield United,2923,36,4,0,6,4.6,10,7.5,7.01,1,0.12,4,3,4,0.09,0.12,4.8,4,0.5,30.6,1.5,8.2,22.2,73.5,10,6,70,2.2,1.3,33.9,4.6,6,0.14,0.2,0.23,0.31,0.9,50,1,8.2,0,0,0.6,53.8,0.9,29,1,32,0.3,9,1,36,0.5,2.2,0,0,0,0,0,0,0,0,0,0,1.5,9,9,0,0,0
Ryan Yates,775614,Nottingham Forest,1986,35,1,0,1,0.6,2,3.6,6.64,1,0.05,1,3,1,0.14,0.05,1.7,1,0.3,21.9,1.5,3.1,29.7,80.3,2,1,7,0.3,1.3,44.6,0.6,1,0.03,0,0.16,0.09,0.2,50,2,3.1,0,0,1.8,59.1,1,21,1.8,39,0.7,15,0,0,0.4,2.2,0,0,0,0,0,0,0,0,0,0,2.4,6,6,0,0,0
Ben White,776151,Arsenal,2995,37,4,0,4,3.7,8,4.8,7.28,2,0.12,4,1.2,4,0.03,0.12,1.9,4,0.2,61.5,0.4,30.8,49.8,86.7,7,4,39,1.2,1.5,41.1,3.7,4,0.11,0.1,0.14,0.24,0.3,42.9,0,0,0,0,0.8,58.3,1,32,2,67,0.7,22,0,0,0.5,1.5,0,0,0,0,0,0,0,0,0,0,0.6,8,8,0,0,0
Caoimhin Kelleher,776689,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edson Álvarez,783505,West Ham United,2383,31,1,0,1,0.8,2,2.1,6.83,0,0.04,1,1.3,1,0.05,0.04,1.1,1,0.1,17.6,0.6,5.9,38.9,86.1,0,0,12,0.5,2.3,54.1,0.8,1,0.03,0,0.08,0.08,1,65.9,0,0,0,0,1.5,48.8,1.6,42,2.6,70,0.8,20,1,31,0.2,2.9,0,0,0,0,0,0,0,0,0,0,1.2,11,11,0,0,0
Marcos Senesi,785411,Bournemouth,2247,31,4,0,5,2.6,9,4.7,7.2,1,0.16,4,2.1,4,0.08,0.16,2.2,4,0.2,30.8,0.5,30.8,39.6,78.5,2,5,22,0.9,5,44.2,2.6,5,0.1,0.2,0.19,0.36,0.4,57.9,0,0,0,0,1.3,58.2,1.4,35,4.2,105,0.9,23,0,0,0.4,3,0,0,0,0,0,0,0,0,0,0,1.6,13,13,0,0,0
Douglas Luiz,787350,Aston Villa,3001,35,9,4,5,5.3,14,12.3,7.28,5,0.27,9,7,9,0.21,0.27,9.4,9,0.5,35.4,1.4,18.8,52.9,89.4,10,5,53,1.6,3,66,5.3,5,0.16,0.1,0.37,0.42,0.7,60,3,18.8,0,0,1.1,65.5,0.7,23,0.5,17,0.2,8,0,0,0.7,2.3,0,0,0,0,0,0,0,0,0,0,1.5,12,12,0,0,0
Cristian Romero,789066,Tottenham Hotspur,2792,33,5,0,0,0,5,5,7.32,2,0.16,5,3.5,5,0.11,0.16,3.3,5,0.3,41.7,0.8,20.8,76.6,91.9,1,0,7,0.2,1.9,55.6,1.5,0,0.05,0,0.16,0.16,0.2,83.3,6,20.8,0,0,1.3,60.6,1.4,44,3.2,100,0.7,22,2,33,0.3,2.5,0,0,0,0,0,0,0,0,0,0,1,7,7,1,1,7
Morgan Gibbs-White,789502,Nottingham Forest,3160,37,5,1,10,6.8,15,13.7,7.24,3,0.14,5,6.9,5,0.2,0.14,5,5,0.4,21.1,2,7,28.1,76.9,16,10,74,2.1,2.1,56.3,6.8,10,0.19,0.3,0.39,0.43,1.3,44.4,5,7,0,0,0.7,66.7,0.5,17,0.5,18,0.2,8,0,0,0.6,2.4,0,0,0,0,0,0,0,0,0,0,1.1,9,9,0,0,0
Gabriel Osho,789509,Luton Town,1848,21,2,0,0,0,2,1.3,6.5,1,0.1,2,1.1,2,0.05,0.1,0.9,2,0.1,20,0.5,20,28.2,82.5,0,0,2,0.1,1.3,31,0.2,0,0.01,0,0.07,0.1,0.3,58.3,0,0,0,0,1.1,53.7,1.5,31,4.3,88,1,20,0,0,0.1,1.8,0,0,0,0,0,0,0,0,0,0,1.1,3,3,0,0,0
Robert Sánchez,789571,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Dara O'Shea,789578,Burnley,2894,33,3,0,4,1,7,1.7,6.68,0,0.09,3,0.7,3,0.02,0.09,1.2,3,0.2,26.3,0.6,15.8,42.9,79.7,3,4,13,0.4,3.4,43,1,4,0.03,0.1,0.05,0.22,0,50,1,15.8,0,0,0.6,51.3,1.1,35,4.9,158,0.9,30,0,0,0.1,1.8,0,0,0,0,0,0,0,0,0,0,1.1,5,5,1,1,5
Marcus Tavernier,789630,Bournemouth,2129,30,3,0,4,4.2,7,8.2,7.08,2,0.13,3,3.9,3,0.17,0.13,4.2,3,0.7,30.2,2.2,5.7,25.5,79.3,7,4,44,1.9,1.1,42.6,4.2,4,0.18,0.2,0.34,0.3,1.9,44.4,3,5.7,0,0,1.4,64.2,0.2,5,0.8,19,0.1,3,0,0,0.9,2.4,0,0,0,0,0,0,0,0,0,0,0.8,3,3,0,0,0
Jayden Bogle,789646,Sheffield United,2792,34,3,0,0,0,3,3.4,6.59,0,0.1,3,2.3,3,0.07,0.1,2.6,3,0.4,34.4,1,9.4,17.3,69.7,0,0,10,0.3,1.1,31.8,1.2,0,0.04,0,0.11,0.1,0.8,48.1,1,9.4,0,0,1.2,54.5,1,32,2.8,86,0.4,11,0,0,0.3,1.4,0,0,0,0,0,0,0,0,0,0,1.2,9,9,0,0,0
