ParticipantName,player_id,TeamName,MinutesPlayed,MatchesPlayed,Top_scorer,Top_scorer_subtitle,Assists,Assists_subtitle,Goals_+_Assists,Goals_+_Assists_subtitle,FotMob_rating,FotMob_rating_subtitle,Goals_per_90,Goals_per_90_subtitle,Expected_goals_(xG),Expected_goals_(xG)_subtitle,Expected_goals_(xG)_per_90,Expected_goals_(xG)_per_90_subtitle,Expected_goals_on_target_(xGOT),Expected_goals_on_target_(xGOT)_subtitle,Shots_on_target_per_90,Shots_on_target_per_90_subtitle,Shots_per_90,Shots_per_90_subtitle,Accurate_passes_per_90,Accurate_passes_per_90_subtitle,Big_chances_created,Big_chances_created_subtitle,Chances_created,Chances_created_subtitle,Accurate_long_balls_per_90,Accurate_long_balls_per_90_subtitle,Expected_assist_(xA),Expected_assist_(xA)_subtitle,Expected_assist_(xA)_per_90,Expected_assist_(xA)_per_90_subtitle,xG_+_xA_per_90,xG_+_xA_per_90_subtitle,Successful_dribbles_per_90,Successful_dribbles_per_90_subtitle,Big_chances_missed,Big_chances_missed_subtitle,Penalties_won,Penalties_won_subtitle,Successful_tackles_per_90,Successful_tackles_per_90_subtitle,Interceptions_per_90,Interceptions_per_90_subtitle,Clearances_per_90,Clearances_per_90_subtitle,Blocks_per_90,Blocks_per_90_subtitle,Penalties_conceded,Penalties_conceded_subtitle,Possession_won_final_3rd_per_90,Possession_won_final_3rd_per_90_subtitle,Clean_sheets,Clean_sheets_subtitle,Save_percentage,Save_percentage_subtitle,Saves_per_90,Saves_per_90_subtitle,Goals_prevented,Goals_prevented_subtitle,Goals_conceded_per_90,Goals_conceded_per_90_subtitle,Fouls_committed_per_90,Fouls_committed_per_90_subtitle,Yellow_cards,Yellow_cards_subtitle,Red_cards,Red_cards_subtitle
Radu Dragusin,1203661,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Alejandro Garnacho,1203665,Manchester United,2573,36,7,0,4,2.9,11,11.6,7.09,2,0.24,7,8.7,7,0.3,0.24,7,7,1,28,3.5,7,23.2,79.4,6,4,46,1.6,0.7,45.2,2.9,4,0.1,0.1,0.41,0.38,1.7,43.2,7,7,2,1.9,0.5,68.2,0.6,18,0.4,12,0.1,2,0,0,0.7,1.4,0,0,0,0,0,0,0,0,0,0,0.7,4,4,0,0,0
David Datro Fofana,1207581,Burnley,879,15,4,0,1,0.3,5,4.8,0,0,0,0,4.5,4,0,0,2.7,4,0,0,0,0,0,0,3,1,8,0.8,0,0,0.3,1,0,0,0,0,0,0,5,21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Jamie Donley,1211646,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Kaide Gordon,1211648,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
George Earthy,1211806,West Ham United,31,3,1,0,0,0,1,0.3,0,0,0,0,0.3,1,0,0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alfie Gilchrist,1226756,Chelsea,202,11,1,0,0,0,1,0.4,0,0,0,0,0.3,1,0,0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Jesurun Rak-Sakyi,1226789,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0.1,0,0,0,0,0,0,0,0,0,2,1.4,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simon Adingra,1227012,Brighton and Hove Albion,2230,31,6,0,1,3.5,7,7.9,7.09,3,0.24,6,4.3,6,0.17,0.24,6.4,6,0.9,42.3,2.1,11.5,24.5,81.1,6,1,33,1.3,0.6,42.4,3.5,1,0.14,0,0.32,0.28,2,43.9,4,11.5,1,0.8,0.8,44.4,0.8,19,0.9,22,0,1,0,0,0.7,1.9,0,0,0,0,0,0,0,0,0,0,1.2,3,3,0,0,0
James McConnell,1231075,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bénie Traoré,1231770,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0.6,0,0,0,0,0,0,0,0,0,4,0.9,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Scott,1233655,Bournemouth,1010,23,1,0,1,1.1,2,1.8,6.65,1,0.09,1,0.7,1,0.06,0.09,0.9,1,0.4,26.7,1.3,6.7,31.2,81,4,1,22,2,1.3,51.7,1.1,1,0.09,0.1,0.16,0.18,1.2,39.4,0,0,0,0,1.3,62.5,1.1,12,1.5,17,0.4,4,0,0,0.9,2.5,0,0,0,0,0,0,0,0,0,0,1.8,3,3,0,0,0
Dango Ouattara,1250253,Bournemouth,1220,30,1,0,2,1.4,3,4.1,6.79,1,0.07,1,2.6,1,0.2,0.07,1.1,1,0.5,23.3,2.2,3.3,22.4,67.6,1,2,17,1.3,1.3,37,1.4,2,0.1,0.1,0.3,0.22,1.5,51.2,2,3.3,0,0,2,60,1.6,22,2.4,33,0.2,3,0,0,0.6,2.4,0,0,0,0,0,0,0,0,0,0,1.1,3,3,0,0,0
Maxime Estève,1250443,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Alejo Veliz,1250658,Tottenham Hotspur,44,8,1,0,0,0,1,0.2,0,0,0,0,0.2,1,0,0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Jack Hinshelwood,1251334,Brighton and Hove Albion,870,12,3,0,0,0,3,2.4,0,0,0,0,2,3,0,0,3.3,3,0,0,0,0,0,0,1,0,8,0.8,0,0,0.4,0,0,0,0,0,0,0,3,21.4,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Daniel Jebbison,1253827,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethan Nwaneri,1254234,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
William Osula,1258092,NA,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0.19,0,1.2,0,0.9,38.1,2.4,0,5.5,53.3,1,0,1,0.1,0,0,0.2,0,0.02,0,0.21,0,0.3,20,2,0,0,0,0.2,100,0.2,2,1,9,0.1,1,0,0,0.2,0.6,0,0,0,0,0,0,0,0,0,0,1.7,4,4,0,0,0
Valentin Barco,1272440,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,4,1.2,0,0,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ameen Al Dakhil,1279764,Burnley,1055,13,1,0,0,0,1,1.8,0,0,0,0,1.3,1,0,0,1.4,1,0,0,0,0,0,0,0,0,2,0.2,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Sam Curtis,1285838,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rico Lewis,1288450,Manchester City,806,16,2,0,0,0,2,1.9,0,0,0,0,0.6,2,0,0,2,2,0,0,0,0,0,0,4,0,13,1.5,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Kobbie Mainoo,1292810,Manchester United,1939,24,3,0,1,1.6,4,2.5,6.95,0,0.14,3,0.9,3,0.04,0.14,1.7,3,0.2,45.5,0.5,27.3,34.7,86.7,0,0,15,0.7,1,52.5,1.6,1,0.08,0,0.12,0.19,1.4,58.5,0,0,0,0,1.3,57.4,1,22,1.3,27,0.6,12,0,0,0.3,2.6,0,0,0,0,0,0,0,0,0,0,0.7,3,3,0,0,0
Nathan Fraser,1292835,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0.7,0,0,0,0,0,0,0,0,0,2,1,0,0,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Mason Burstow,1293027,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bobby Clark,1296625,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Wharton,1296650,NA,0,0,0,0,3,1.5,3,1.8,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,5,3,21,1.4,0,0,1.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Lewis Miley,1296763,Newcastle United,1205,17,1,0,3,1.4,4,2.6,0,0,0,0,1.2,1,0,0,1,1,0,0,0,0,0,0,3,3,12,0.9,0,0,1.4,3,0,0,0,0,0,0,1,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ben Parkinson,1296765,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stefan Bajcetic,1310118,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omari Kellyman,1315477,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matheus Franca,1316124,NA,0,0,0,0,1,0.5,1,0.8,0,0,0,0,0.4,0,0,0,0.2,0,0,0,0,0,0,0,1,1,6,2.4,0,0,0.5,1,0,0,0,0,0,0,0,0,1,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ben Doak,1324871,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Ozoh,1330872,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Finley Munroe,1331697,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Facundo Buonanotte,1336566,Brighton and Hove Albion,1368,27,3,0,1,1.2,4,3.6,6.62,0,0.2,3,2.4,3,0.16,0.2,3,3,0.6,42.9,1.4,14.3,26.3,85.3,3,1,18,1.2,0.3,45.5,1.2,1,0.08,0.1,0.24,0.26,1.2,39.1,2,14.3,0,0,1.4,52.4,0.5,8,0.3,5,0.2,3,0,0,0.7,2.2,0,0,0,0,0,0,0,0,0,0,2.2,7,7,0,0,0
Cesare Casadei,1339372,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.5,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wilson Odobert,1341387,Burnley,2107,29,3,0,2,3.6,5,6.4,6.86,0,0.13,3,2.8,3,0.12,0.13,2.4,3,0.6,28.6,2.1,6.1,18.5,79.4,7,2,31,1.3,0.4,56.3,3.6,2,0.15,0.1,0.27,0.21,2.3,52,2,6.1,0,0,0.6,76.5,0.3,6,0.5,12,0.1,2,0,0,0.6,1.6,0,0,0,0,0,0,0,0,0,0,0.4,3,3,0,0,0
Rodrigo Ribeiro,1343749,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy Kambwala,1344550,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ollie Arblaster,1344572,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,1,0,11,1,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Carlos Baleba,1352713,NA,0,0,0,0,0,0,0,0,6.56,0,0,0,0.8,0,0.06,0,1.5,0,0.3,23.8,1.4,0,48.6,92.2,1,0,8,0.5,1.2,62.1,0.3,0,0.02,0,0.07,0,0.7,64.7,0,0,0,0,1.4,50,1.2,18,1.8,27,0.5,7,0,0,0.4,4,0,0,0,0,0,0,0,0,0,0,2.7,7,7,0,0,0
Youssef Chermiti,1356310,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0.3,0,0,0,0,0,0,0,2,0,4,1.8,0,0,0.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Alex Murphy,1362341,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luca Koleosho,1368318,Burnley,984,15,1,0,1,1.1,2,3,0,0,0,0,2,1,0,0,0.6,1,0,0,0,0,0,0,2,1,11,1,0,0,1.1,1,0,0,0,0,0,0,3,4.4,1,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrey Santos,1372921,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan One,1390003,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leon Chiwome,1396741,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andre Brooks,1396784,NA,0,0,0,0,0,0,0,0,6.33,0,0,0,0.4,0,0.04,0,0.1,0,0.2,22.2,0.9,0,18.2,77,0,0,3,0.3,0.3,14.3,0.3,0,0.03,0,0.06,0,1.1,52.2,1,0,0,0,1.2,59.1,1.3,14,1.3,14,0.1,1,0,0,0.4,2.5,0,0,0,0,0,0,0,0,0,0,1.1,1,1,0,0,0
Josh Acheampong,1400216,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mikey Moore,1407250,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zack Nelson,1411552,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jayden Danns,1416696,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Sydie Peck,1420818,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark O'Mahony,1435604,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Joseph Johnson,1437880,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Enso Gonzalez,1458595,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Murillo,1458711,NA,0,0,0,0,2,0.6,2,2.4,6.78,0,0,0,1.8,0,0.06,0,0.8,0,0.2,35.3,0.5,0,36.1,77.6,2,2,7,0.2,3.8,38.7,0.6,2,0.02,0.1,0.08,0.06,0.6,57.1,2,0,0,0,1,62,1.2,37,6,185,0.8,24,0,0,0.2,1.6,0,0,0,0,0,0,0,0,0,0,1.2,5,5,0,0,0
Deivid Washington,1458868,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benicio Baker-Boaitey,1516021,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.4,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
